DELIVERY_PERSON_NAME,EMPLOYMENT_TYPE,VEHICLE_TYPE,TOTAL_DELIVERIES,AVG_DELAY,AVG_RATING,ON_TIME_RATE
Lakshay Kapoor,CONTRACT,BIKE,108,0.47,3.93,62.04
Vihaan Deshpande,CONTRACT,VAN,75,0.39,4.07,69.33
Purab Agrawal,FULL-TIME,VAN,116,0.37,4.01,72.41
Stuvan Bhatti,CONTRACT,SCOOTER,94,0.44,4.03,65.96
Purab Konda,CONTRACT,SCOOTER,115,0.45,3.98,64.35
Navya Bhardwaj,CONTRACT,VAN,92,0.37,4.10,71.74
Anvi Tak,FULL-TIME,VAN,106,0.52,3.90,61.32
Gatik Taneja,FULL-TIME,EV BIKE,79,0.49,3.96,60.76
Hrishita Das,FULL-TIME,EV BIKE,113,0.42,4.05,68.14
Drishya Rajagopalan,CONTRACT,VAN,94,0.48,4.00,60.64
Nakul Date,CONTRACT,VAN,115,0.41,4.04,68.70
Aarna Dube,FULL-TIME,VAN,109,0.40,4.10,66.97
Renee Borra,FULL-TIME,SCOOTER,74,0.42,4.03,67.57
Jiya Deshmukh,CONTRACT,EV BIKE,117,0.31,4.11,76.92
Dhruv Jayaraman,CONTRACT,SCOOTER,91,0.45,3.97,65.93
Badal Yohannan,CONTRACT,SCOOTER,88,0.44,3.99,64.77
Kartik Doshi,FULL-TIME,EV BIKE,121,0.44,4.03,66.12
Aaina Shenoy,CONTRACT,SCOOTER,78,0.45,4.01,62.82
Stuvan Mangat,CONTRACT,VAN,90,0.41,4.07,66.67
Mehul Tripathi,CONTRACT,BIKE,106,0.33,4.12,74.53
Fateh Venkataraman,FULL-TIME,VAN,82,0.29,4.22,74.39
Shray Randhawa,CONTRACT,VAN,90,0.40,4.02,70.00
Aarna Thaman,FULL-TIME,BIKE,74,0.41,4.06,64.86
Gatik Bahri,FULL-TIME,BIKE,111,0.45,3.96,64.86
Yakshit Bandi,FULL-TIME,VAN,102,0.34,4.16,69.61
Damini Seth,FULL-TIME,VAN,104,0.37,4.09,72.12
Taran Kumer,CONTRACT,EV BIKE,107,0.40,4.14,64.49
Ishaan Chakrabarti,CONTRACT,EV BIKE,95,0.46,3.97,65.26
Aayush Ravi,FULL-TIME,BIKE,113,0.47,3.96,61.95
Azad Vala,FULL-TIME,EV BIKE,152,0.51,3.95,59.87
Krish Hans,FULL-TIME,SCOOTER,102,0.47,4.02,64.71
Jiya Datta,CONTRACT,BIKE,114,0.43,4.02,64.04
Ivan Sridhar,FULL-TIME,BIKE,96,0.42,3.99,70.83
Faiyaz Doshi,CONTRACT,SCOOTER,116,0.52,3.99,56.03
Mannat Ramachandran,FULL-TIME,EV BIKE,93,0.43,4.06,65.59
Zara Bandi,FULL-TIME,SCOOTER,130,0.46,3.99,65.38
Vedika Chana,FULL-TIME,VAN,98,0.59,3.89,55.10
Ira Bhandari,FULL-TIME,EV BIKE,121,0.46,4.00,64.46
Fateh Thaker,CONTRACT,SCOOTER,105,0.43,4.00,68.57
Armaan Karan,CONTRACT,EV BIKE,98,0.29,4.25,76.53
Reyansh Balasubramanian,FULL-TIME,SCOOTER,91,0.58,3.85,57.14
Hansh Lalla,FULL-TIME,VAN,126,0.42,4.01,65.87
Navya Kala,FULL-TIME,SCOOTER,99,0.43,4.03,62.63
Mishti Khare,CONTRACT,BIKE,107,0.47,3.95,66.36
Hridaan Bir,CONTRACT,BIKE,130,0.45,4.00,61.54
Charvi Chowdhury,CONTRACT,VAN,113,0.39,4.06,69.91
Advika Randhawa,FULL-TIME,EV BIKE,90,0.49,3.92,61.11
Charvi Sinha,CONTRACT,EV BIKE,101,0.50,4.00,62.38
Taimur Karan,FULL-TIME,SCOOTER,81,0.43,4.05,66.67
Jayant Gara,FULL-TIME,EV BIKE,95,0.45,4.07,67.37
Jiya Agate,FULL-TIME,SCOOTER,87,0.44,4.12,64.37
Adah Dutta,CONTRACT,VAN,135,0.46,3.92,65.19
Ryan Lanka,CONTRACT,SCOOTER,95,0.40,4.09,67.37
Priyansh Sood,CONTRACT,BIKE,118,0.48,4.01,65.25
Hrishita Dhawan,CONTRACT,VAN,86,0.40,4.10,69.77
Jivin Sanghvi,FULL-TIME,SCOOTER,100,0.42,4.03,65.00
Samar Thakur,FULL-TIME,VAN,103,0.54,3.96,55.34
Gokul Gokhale,FULL-TIME,EV BIKE,91,0.37,4.10,70.33
Arnav Sehgal,CONTRACT,BIKE,99,0.39,4.10,68.69
Devansh Aurora,FULL-TIME,EV BIKE,100,0.38,4.14,67.00
Nirvaan Bhatnagar,CONTRACT,VAN,109,0.55,3.98,57.80
Ehsaan Dixit,FULL-TIME,EV BIKE,79,0.52,3.96,60.76
Pranay Kalita,CONTRACT,VAN,88,0.53,3.95,57.95
Aaina Rege,FULL-TIME,EV BIKE,118,0.42,4.03,67.80
Divyansh Dara,FULL-TIME,EV BIKE,103,0.38,4.11,69.90
Kiara Dalal,FULL-TIME,VAN,99,0.40,4.02,69.70
Jivin Ghosh,CONTRACT,EV BIKE,85,0.54,3.81,58.82
Pihu Date,FULL-TIME,BIKE,84,0.50,3.98,61.90
Hansh Bose,CONTRACT,BIKE,103,0.44,4.05,65.05
Hazel Varma,CONTRACT,SCOOTER,114,0.47,3.96,64.04
Suhana Sur,CONTRACT,SCOOTER,94,0.45,3.99,67.02
Nirvaan Dar,FULL-TIME,BIKE,114,0.36,4.11,69.30
Mishti Jhaveri,CONTRACT,SCOOTER,117,0.44,4.05,64.10
Seher Khare,FULL-TIME,EV BIKE,115,0.47,3.99,64.35
Tarini Aggarwal,CONTRACT,BIKE,99,0.44,4.02,63.64
Shamik Agrawal,FULL-TIME,SCOOTER,92,0.45,4.08,66.30
Shray Handa,CONTRACT,SCOOTER,102,0.34,4.09,71.57
Anay Bhattacharyya,CONTRACT,BIKE,95,0.46,4.04,61.05
Azad Suri,CONTRACT,SCOOTER,73,0.53,3.94,61.64
Ryan Agrawal,CONTRACT,SCOOTER,102,0.51,3.93,60.78
Stuvan Bhargava,FULL-TIME,VAN,89,0.52,3.92,58.43
Gokul Samra,CONTRACT,EV BIKE,144,0.42,4.03,70.14
Abram Majumdar,FULL-TIME,EV BIKE,96,0.52,3.95,58.33
Arnav Shere,CONTRACT,EV BIKE,119,0.52,3.93,59.66
Romil Goswami,CONTRACT,SCOOTER,102,0.48,4.00,61.76
Jayant Dada,FULL-TIME,SCOOTER,101,0.47,4.01,62.38
Siya Andra,FULL-TIME,SCOOTER,103,0.39,4.03,69.90
Aaina Samra,FULL-TIME,VAN,110,0.49,3.99,60.91
Bhamini Khanna,CONTRACT,EV BIKE,153,0.48,3.94,62.75
Heer Jani,FULL-TIME,BIKE,121,0.40,4.13,71.07
Raghav Balasubramanian,CONTRACT,VAN,89,0.43,4.05,65.17
Shalv Deep,FULL-TIME,EV BIKE,114,0.32,4.18,73.68
Bhamini Saran,FULL-TIME,EV BIKE,83,0.34,4.11,74.70
Manjari Bobal,CONTRACT,BIKE,96,0.42,4.04,67.71
Umang Dutta,CONTRACT,VAN,98,0.46,4.02,61.22
Nakul Borra,FULL-TIME,EV BIKE,96,0.34,4.07,72.92
Nitya Dyal,CONTRACT,EV BIKE,90,0.32,4.15,70.00
Kismat Ram,FULL-TIME,BIKE,86,0.56,3.85,56.98
Lavanya Saxena,FULL-TIME,BIKE,78,0.47,4.01,64.10
Kavya Mani,FULL-TIME,EV BIKE,109,0.46,3.97,65.14
Romil Acharya,CONTRACT,VAN,123,0.45,4.06,60.16
Zara Sharaf,FULL-TIME,VAN,68,0.47,3.99,67.65
Myra Ramanathan,FULL-TIME,SCOOTER,90,0.44,4.05,64.44
Abram Saraf,CONTRACT,EV BIKE,138,0.54,3.83,59.42
Reyansh Chada,FULL-TIME,BIKE,108,0.33,4.14,75.00
Kiaan Dara,CONTRACT,VAN,107,0.38,4.05,70.09
Miraan Batta,CONTRACT,SCOOTER,91,0.44,4.04,64.84
Riya Saraf,FULL-TIME,VAN,97,0.48,4.00,62.89
Lakshay Andra,FULL-TIME,VAN,99,0.53,3.87,61.62
Lavanya Ahuja,CONTRACT,SCOOTER,82,0.48,4.01,60.98
Anahi Talwar,CONTRACT,EV BIKE,110,0.43,4.02,70.00
Anika Ravi,FULL-TIME,BIKE,93,0.45,3.97,64.52
Aarush Banik,CONTRACT,EV BIKE,97,0.38,4.12,68.04
Taran Bahl,FULL-TIME,EV BIKE,119,0.34,4.12,73.95
Sara Kapur,CONTRACT,EV BIKE,106,0.48,4.03,61.32
Yasmin Bains,FULL-TIME,BIKE,95,0.36,4.08,71.58
Raunak Luthra,FULL-TIME,SCOOTER,83,0.36,4.16,73.49
Tiya Tripathi,CONTRACT,SCOOTER,81,0.51,3.95,60.49
Alia Agrawal,CONTRACT,EV BIKE,88,0.41,4.04,71.59
Lakshay Krish,FULL-TIME,BIKE,124,0.42,4.08,66.94
Shamik Vyas,FULL-TIME,SCOOTER,100,0.46,3.98,67.00
Navya Tailor,CONTRACT,BIKE,96,0.44,4.06,63.54
Mohanlal Bhargava,FULL-TIME,BIKE,131,0.53,3.92,64.12
Renee Anne,CONTRACT,EV BIKE,107,0.47,3.94,61.68
Shalv Tank,FULL-TIME,EV BIKE,114,0.37,4.08,70.18
Samiha Manda,CONTRACT,EV BIKE,104,0.40,4.09,67.31
Azad Batta,FULL-TIME,VAN,109,0.44,4.05,65.14
Kiaan Roy,FULL-TIME,VAN,104,0.45,4.04,61.54
Lagan Sankar,FULL-TIME,VAN,91,0.46,3.96,69.23
Jhanvi Bahl,FULL-TIME,SCOOTER,97,0.43,4.04,62.89
Kiara Dar,CONTRACT,SCOOTER,95,0.31,4.16,77.89
Amani Ghose,CONTRACT,BIKE,106,0.45,4.02,63.21
Vivaan Baral,FULL-TIME,BIKE,100,0.48,4.01,67.00
Shamik Chhabra,FULL-TIME,EV BIKE,106,0.38,4.08,71.70
Zoya Sodhi,FULL-TIME,VAN,93,0.59,3.79,56.99
Kaira Tailor,CONTRACT,VAN,79,0.39,4.12,64.56
Aaina Kashyap,CONTRACT,BIKE,117,0.39,4.11,67.52
Shlok Bhasin,FULL-TIME,EV BIKE,96,0.40,4.06,68.75
Sahil Lalla,CONTRACT,VAN,120,0.45,3.99,68.33
Romil Dhar,CONTRACT,SCOOTER,98,0.53,3.94,58.16
Pihu Datta,FULL-TIME,BIKE,71,0.54,3.91,64.79
Ira Khanna,CONTRACT,VAN,80,0.39,4.10,70.00
Miraan Dubey,FULL-TIME,VAN,89,0.54,3.91,59.55
Divit Mammen,CONTRACT,SCOOTER,90,0.38,4.07,71.11
Aarav Bajwa,FULL-TIME,BIKE,86,0.38,4.06,69.77
Lavanya Virk,FULL-TIME,VAN,114,0.50,3.99,58.77
Nishith Setty,CONTRACT,EV BIKE,122,0.50,3.94,61.48
Taimur Dugar,CONTRACT,SCOOTER,106,0.46,4.06,63.21
Kiaan Walla,CONTRACT,EV BIKE,125,0.42,3.99,68.00
Vardaniya Sastry,FULL-TIME,SCOOTER,93,0.47,4.03,63.44
Vihaan Brahmbhatt,FULL-TIME,SCOOTER,130,0.48,3.98,63.85
Madhav Chahal,FULL-TIME,VAN,88,0.33,4.20,72.73
Kanav Rajan,FULL-TIME,VAN,108,0.43,4.04,66.67
Charvi Mani,CONTRACT,SCOOTER,106,0.59,3.84,54.72
Nehmat Devi,FULL-TIME,SCOOTER,110,0.47,3.96,62.73
Pihu Dasgupta,FULL-TIME,VAN,115,0.43,4.02,67.83
Hrishita Warrior,CONTRACT,BIKE,97,0.39,4.05,69.07
Nirvaan Varkey,CONTRACT,BIKE,81,0.44,3.98,62.96
Mishti Atwal,CONTRACT,SCOOTER,112,0.39,4.03,68.75
Emir Bhatti,CONTRACT,VAN,70,0.39,4.03,72.86
Abram Chand,FULL-TIME,VAN,120,0.48,3.91,64.17
Jivika Mangal,CONTRACT,BIKE,125,0.34,4.13,72.00
Madhav Koshy,CONTRACT,SCOOTER,98,0.57,3.92,57.14
Yashvi Sule,FULL-TIME,EV BIKE,124,0.50,3.93,59.68
Vaibhav Khanna,CONTRACT,EV BIKE,109,0.46,3.95,64.22
Nishith Desai,CONTRACT,EV BIKE,116,0.41,4.00,68.97
Shayak Raval,CONTRACT,SCOOTER,135,0.55,3.89,58.52
Saira Bhavsar,FULL-TIME,BIKE,239,0.46,3.98,63.18
Abram Sahota,CONTRACT,VAN,93,0.45,3.99,61.29
Shamik Saxena,CONTRACT,SCOOTER,88,0.47,4.00,61.36
Indrans Varghese,CONTRACT,EV BIKE,137,0.40,4.12,66.42
Raghav Randhawa,CONTRACT,EV BIKE,98,0.55,3.86,59.18
Anahi Chander,CONTRACT,SCOOTER,92,0.52,3.93,60.87
Biju Chawla,CONTRACT,EV BIKE,104,0.48,3.96,59.62
Darshit Saha,CONTRACT,VAN,115,0.40,4.09,66.96
Indranil Raval,FULL-TIME,EV BIKE,112,0.36,4.10,73.21
Saksham Sani,CONTRACT,SCOOTER,112,0.42,4.05,66.96
Armaan Chauhan,CONTRACT,BIKE,108,0.49,4.03,61.11
Vivaan Thaker,CONTRACT,VAN,104,0.40,4.05,66.35
Kanav Sengupta,FULL-TIME,VAN,103,0.44,4.03,64.08
Urvi Thaman,CONTRACT,SCOOTER,97,0.42,4.06,68.04
Nehmat Saini,FULL-TIME,BIKE,81,0.46,4.04,65.43
Shalv Chaudhry,CONTRACT,EV BIKE,132,0.45,3.99,65.15
Amira Tailor,FULL-TIME,SCOOTER,131,0.49,3.97,61.83
Renee Badal,FULL-TIME,EV BIKE,75,0.49,3.91,61.33
Uthkarsh Sunder,CONTRACT,VAN,129,0.50,3.95,62.79
Shray Ray,CONTRACT,VAN,109,0.46,3.99,63.30
Rati Sama,CONTRACT,VAN,133,0.42,4.09,66.92
Navya Bakshi,FULL-TIME,SCOOTER,87,0.29,4.21,74.71
Samarth Chaudhry,CONTRACT,EV BIKE,134,0.46,3.91,66.42
Hansh Rama,CONTRACT,BIKE,155,0.43,4.02,65.81
Manikya Kade,CONTRACT,SCOOTER,100,0.42,3.96,65.00
Lagan Manda,FULL-TIME,EV BIKE,112,0.49,3.93,61.61
Manikya Chatterjee,FULL-TIME,VAN,90,0.47,4.00,63.33
Raghav Ganesh,FULL-TIME,EV BIKE,111,0.48,3.91,66.67
Neysa Deep,CONTRACT,BIKE,94,0.41,4.06,67.02
Indrajit Golla,FULL-TIME,BIKE,94,0.55,3.94,56.38
Biju Shanker,FULL-TIME,EV BIKE,95,0.42,4.05,66.32
Zoya Bhat,CONTRACT,BIKE,115,0.38,4.07,68.70
Prerak Kadakia,FULL-TIME,BIKE,89,0.39,4.10,70.79
Shlok Suri,FULL-TIME,VAN,131,0.40,4.04,66.41
Purab Warrior,CONTRACT,VAN,85,0.40,4.11,68.24
Zoya Master,FULL-TIME,SCOOTER,101,0.47,3.97,63.37
Aniruddh Varty,CONTRACT,BIKE,101,0.40,4.06,67.33
Ahana  Balan,FULL-TIME,SCOOTER,148,0.45,4.03,64.19
Shayak Varty,CONTRACT,SCOOTER,82,0.62,3.80,52.44
Kimaya Jani,FULL-TIME,SCOOTER,91,0.36,4.07,70.33
Advika Raj,FULL-TIME,VAN,96,0.40,4.05,68.75
Rhea Manda,FULL-TIME,VAN,104,0.50,3.91,63.46
Sahil Bedi,FULL-TIME,EV BIKE,98,0.47,3.94,63.27
Farhan Varkey,FULL-TIME,SCOOTER,138,0.45,3.97,62.32
Faiyaz Sama,FULL-TIME,VAN,90,0.38,4.02,70.00
Rati Venkatesh,FULL-TIME,SCOOTER,108,0.38,4.04,68.52
Jivika Sethi,FULL-TIME,SCOOTER,119,0.47,4.05,63.03
Lakshit Sahota,FULL-TIME,EV BIKE,95,0.39,4.09,67.37
Himmat Suresh,FULL-TIME,VAN,105,0.47,3.96,64.76
Shanaya Walla,CONTRACT,VAN,95,0.52,3.94,61.05
Jayant Chhabra,FULL-TIME,BIKE,153,0.42,4.04,67.97
Jhanvi Sachar,FULL-TIME,EV BIKE,113,0.50,3.93,61.95
Vritika Char,FULL-TIME,SCOOTER,119,0.49,3.97,60.50
Khushi Sur,CONTRACT,VAN,111,0.51,3.93,63.06
Advika Ganesan,CONTRACT,VAN,100,0.35,4.12,73.00
Shray Balan,CONTRACT,SCOOTER,128,0.45,3.99,65.63
Lakshay Vig,CONTRACT,EV BIKE,95,0.46,3.92,64.21
Mamooty Seth,FULL-TIME,BIKE,102,0.45,3.97,64.71
Navya Chopra,FULL-TIME,VAN,107,0.50,3.96,61.68
Neysa Atwal,FULL-TIME,BIKE,93,0.51,4.00,64.52
Shalv Sengupta,FULL-TIME,BIKE,129,0.46,3.93,65.89
Divit Bhattacharyya,CONTRACT,VAN,99,0.44,4.01,66.67
Lagan Baral,CONTRACT,VAN,126,0.55,3.98,54.76
Hazel Char,CONTRACT,BIKE,93,0.48,3.96,62.37
Kismat Tak,CONTRACT,SCOOTER,116,0.53,3.93,59.48
Himmat Yadav,CONTRACT,EV BIKE,108,0.43,4.03,66.67
Tejas Edwin,CONTRACT,BIKE,97,0.45,3.93,63.92
Gokul Choudhary,CONTRACT,EV BIKE,105,0.46,3.93,63.81
Shamik Varma,FULL-TIME,EV BIKE,140,0.39,4.03,70.71
Shray Gupta,FULL-TIME,VAN,118,0.41,4.14,65.25
Mohanlal Sani,CONTRACT,EV BIKE,85,0.39,4.03,70.59
Ehsaan Dhingra,CONTRACT,EV BIKE,138,0.46,4.00,63.77
Alia Sandhu,FULL-TIME,VAN,119,0.47,3.93,60.50
Veer Chacko,FULL-TIME,VAN,88,0.50,3.84,62.50
Tushar Dutt,FULL-TIME,VAN,118,0.50,3.96,61.02
Hridaan Majumdar,FULL-TIME,BIKE,99,0.56,3.85,58.59
Vidur Ramachandran,CONTRACT,EV BIKE,129,0.47,3.96,63.57
Dhanush Tailor,FULL-TIME,VAN,114,0.42,3.98,65.79
Kiaan Kata,FULL-TIME,VAN,97,0.39,4.03,71.13
Elakshi Ganguly,FULL-TIME,EV BIKE,102,0.45,3.96,64.71
Pari Bakshi,CONTRACT,SCOOTER,101,0.44,3.96,69.31
Saira Bal,CONTRACT,EV BIKE,87,0.40,4.02,67.82
Oorja Chada,FULL-TIME,SCOOTER,118,0.51,3.87,64.41
Vaibhav Bose,CONTRACT,BIKE,97,0.44,4.01,62.89
Suhana Dasgupta,FULL-TIME,SCOOTER,123,0.45,3.99,65.85
Hridaan Behl,CONTRACT,VAN,117,0.38,4.08,70.09
Heer Hayre,CONTRACT,EV BIKE,108,0.43,3.96,67.59
Anahi Sankar,FULL-TIME,BIKE,109,0.44,3.98,65.14
Ira Balay,FULL-TIME,EV BIKE,132,0.48,3.97,58.33
Emir Subramanian,CONTRACT,VAN,124,0.44,4.04,65.32
Aniruddh Chawla,FULL-TIME,SCOOTER,109,0.44,4.00,66.97
Lagan Bala,FULL-TIME,EV BIKE,234,0.47,3.96,61.97
Hrishita Wadhwa,FULL-TIME,SCOOTER,118,0.60,3.86,56.78
Divij Garde,FULL-TIME,VAN,105,0.62,3.83,56.19
Sara Srivastava,FULL-TIME,SCOOTER,112,0.53,3.93,59.82
Nitara Jhaveri,FULL-TIME,EV BIKE,88,0.38,4.06,71.59
Aarav Chaudhry,CONTRACT,SCOOTER,103,0.52,3.89,61.17
Rasha Soni,CONTRACT,VAN,109,0.53,4.01,60.55
Baiju Savant,CONTRACT,SCOOTER,123,0.54,3.85,60.98
Dhanuk Kalla,FULL-TIME,BIKE,110,0.35,4.14,69.09
Kavya Brahmbhatt,CONTRACT,SCOOTER,119,0.50,3.93,61.34
Devansh Goel,FULL-TIME,EV BIKE,83,0.39,4.04,72.29
Sara Halder,FULL-TIME,SCOOTER,106,0.52,3.92,60.38
Yakshit Sengupta,FULL-TIME,VAN,95,0.46,3.93,65.26
Drishya Thakur,FULL-TIME,BIKE,108,0.45,4.03,63.89
Himmat Kata,FULL-TIME,VAN,94,0.59,3.90,54.26
Nehmat Mannan,FULL-TIME,BIKE,131,0.54,3.92,59.54
Vardaniya Rana,CONTRACT,SCOOTER,127,0.54,3.91,57.48
Vritika Choudhury,FULL-TIME,EV BIKE,126,0.46,4.00,63.49
Damini Konda,FULL-TIME,VAN,85,0.35,4.13,70.59
Taran Dubey,CONTRACT,EV BIKE,105,0.53,3.84,60.00
Anahita Srivastava,CONTRACT,SCOOTER,90,0.49,3.94,62.22
Kiaan Shankar,CONTRACT,VAN,87,0.48,3.91,60.92
Nirvaan Sankar,FULL-TIME,BIKE,142,0.39,4.05,69.72
Aniruddh Konda,FULL-TIME,SCOOTER,117,0.30,4.17,72.65
Krish Bhagat,FULL-TIME,VAN,91,0.33,4.20,74.73
Jayan Ray,FULL-TIME,BIKE,84,0.46,4.05,63.10
Adira Raja,CONTRACT,EV BIKE,146,0.46,4.02,64.38
Hridaan Biswas,CONTRACT,SCOOTER,125,0.50,3.90,62.40
Amira Shankar,FULL-TIME,EV BIKE,114,0.38,4.09,70.18
Abram Konda,FULL-TIME,SCOOTER,82,0.40,4.03,67.07
Jivin Devan,FULL-TIME,EV BIKE,103,0.44,4.02,66.99
Bhamini Dar,FULL-TIME,VAN,97,0.54,3.97,60.82
Chirag Madan,CONTRACT,EV BIKE,93,0.52,3.98,59.14
Rania Ghose,CONTRACT,VAN,108,0.30,4.23,74.07
Mishti Sidhu,CONTRACT,BIKE,98,0.48,3.94,62.24
Vanya Kale,FULL-TIME,EV BIKE,129,0.54,3.84,58.14
Vanya Ramaswamy,CONTRACT,EV BIKE,105,0.30,4.20,76.19
Zain Guha,FULL-TIME,VAN,134,0.42,4.02,68.66
Tiya Doctor,FULL-TIME,VAN,127,0.56,3.84,59.84
Gatik Aggarwal,CONTRACT,SCOOTER,152,0.46,4.01,63.82
Jayan Mangat,CONTRACT,VAN,81,0.37,4.15,74.07
Mahika Gara,CONTRACT,BIKE,87,0.39,4.06,68.97
Madhup Edwin,CONTRACT,VAN,116,0.57,3.91,58.62
Damini Rastogi,FULL-TIME,SCOOTER,138,0.43,3.98,66.67
Bhavin Chanda,CONTRACT,BIKE,101,0.46,3.99,64.36
Mannat Hora,FULL-TIME,VAN,110,0.42,3.98,69.09
Eva Ranganathan,CONTRACT,SCOOTER,98,0.47,3.95,65.31
Hiran Ganesh,FULL-TIME,BIKE,106,0.40,4.07,66.98
Sana Konda,CONTRACT,SCOOTER,113,0.54,3.91,60.18
Jayesh Khalsa,CONTRACT,EV BIKE,121,0.50,3.91,62.81
Trisha Karnik,FULL-TIME,EV BIKE,116,0.43,4.06,66.38
Hazel Golla,FULL-TIME,BIKE,82,0.45,4.07,64.63
Samarth Sarraf,FULL-TIME,VAN,132,0.40,4.03,70.45
Uthkarsh Kunda,FULL-TIME,VAN,120,0.37,4.14,67.50
Taran Khanna,CONTRACT,SCOOTER,127,0.57,3.87,59.06
Nitya Ratti,CONTRACT,BIKE,105,0.47,3.97,64.76
Vivaan Badal,FULL-TIME,VAN,106,0.45,4.00,64.15
Abram Goyal,FULL-TIME,SCOOTER,94,0.46,4.01,65.96
Yasmin Upadhyay,FULL-TIME,VAN,108,0.41,4.10,66.67
Vidur Halder,CONTRACT,SCOOTER,84,0.32,4.19,69.05
Miraan Saxena,FULL-TIME,BIKE,99,0.33,4.16,75.76
Manjari Sehgal,CONTRACT,SCOOTER,105,0.53,3.91,60.95
Taran Dar,FULL-TIME,SCOOTER,86,0.49,3.89,62.79
Jayan Sahni,FULL-TIME,VAN,107,0.47,3.98,63.55
Emir Dave,FULL-TIME,EV BIKE,80,0.48,3.96,62.50
Lavanya Dugar,FULL-TIME,BIKE,117,0.41,4.03,68.38
Gatik Shanker,FULL-TIME,SCOOTER,139,0.45,3.99,64.03
Nirvi Khosla,CONTRACT,SCOOTER,117,0.38,4.07,69.23
Bhamini Lal,FULL-TIME,SCOOTER,104,0.38,4.12,68.27
Mohanlal Krishnan,CONTRACT,VAN,135,0.44,4.05,63.70
Adah Mangat,CONTRACT,EV BIKE,140,0.37,4.10,70.71
Romil Jhaveri,CONTRACT,SCOOTER,102,0.41,3.98,68.63
Aarush Tiwari,CONTRACT,BIKE,103,0.40,4.01,67.96
Amani Krishna,FULL-TIME,VAN,106,0.35,4.10,72.64
Samiha Bora,FULL-TIME,VAN,141,0.48,3.94,64.54
Ranbir Uppal,FULL-TIME,BIKE,124,0.47,4.00,65.32
Madhav Sridhar,FULL-TIME,VAN,112,0.42,4.10,65.18
Zain Sethi,CONTRACT,SCOOTER,113,0.46,4.01,66.37
Neysa Sastry,FULL-TIME,EV BIKE,90,0.42,3.99,64.44
Arhaan Lala,CONTRACT,VAN,127,0.44,3.96,64.57
Nitara Sethi,FULL-TIME,SCOOTER,125,0.50,4.00,62.40
Shamik Chawla,CONTRACT,VAN,94,0.33,4.13,75.53
Drishya Warrior,CONTRACT,SCOOTER,117,0.42,4.08,67.52
Manikya Upadhyay,FULL-TIME,EV BIKE,74,0.35,4.09,68.92
Saanvi Maharaj,FULL-TIME,SCOOTER,120,0.43,4.06,67.50
Baiju Krish,CONTRACT,BIKE,129,0.46,3.96,65.12
Jayesh Choudhary,FULL-TIME,SCOOTER,102,0.43,4.03,64.71
Arnav Dhaliwal,CONTRACT,SCOOTER,122,0.43,4.00,67.21
Bhavin Mahajan,CONTRACT,EV BIKE,128,0.35,4.10,70.31
Hiran Khanna,FULL-TIME,BIKE,119,0.48,3.93,63.03
Samaira Choudhry,CONTRACT,EV BIKE,92,0.60,3.88,55.43
Yasmin Dalal,CONTRACT,BIKE,114,0.53,3.94,61.40
Kavya Ramachandran,CONTRACT,SCOOTER,105,0.33,4.11,76.19
Jayesh Choudhury,FULL-TIME,EV BIKE,94,0.30,4.16,74.47
Veer Raja,CONTRACT,BIKE,121,0.35,4.16,68.60
Hazel Contractor,FULL-TIME,VAN,98,0.32,4.18,75.51
Ela Ranganathan,FULL-TIME,VAN,127,0.43,4.08,67.72
Ayesha Vyas,FULL-TIME,VAN,107,0.37,4.11,69.16
Kavya Ramanathan,FULL-TIME,VAN,118,0.58,3.84,61.02
Baiju Hans,FULL-TIME,SCOOTER,115,0.37,4.12,67.83
Priyansh Kulkarni,FULL-TIME,BIKE,110,0.50,3.96,60.00
Dishani Bahri,CONTRACT,VAN,100,0.33,4.19,72.00
Himmat Karan,CONTRACT,SCOOTER,98,0.32,4.21,73.47
Alisha Dewan,CONTRACT,SCOOTER,87,0.43,3.97,67.82
Emir Gopal,FULL-TIME,SCOOTER,103,0.49,3.92,64.08
Uthkarsh Manda,FULL-TIME,VAN,119,0.37,4.11,71.43
Mehul Biswas,CONTRACT,BIKE,121,0.57,3.86,55.37
Manikya Deol,CONTRACT,EV BIKE,114,0.54,3.98,57.02
Mishti Shere,CONTRACT,SCOOTER,106,0.44,3.98,67.92
Dharmajan Chaudhuri,FULL-TIME,BIKE,108,0.61,3.81,55.56
Tarini Gill,CONTRACT,EV BIKE,91,0.42,4.11,67.03
Dhanuk Hari,CONTRACT,EV BIKE,102,0.38,4.08,69.61
Mannat Sarin,CONTRACT,SCOOTER,134,0.49,3.90,59.70
Rania Kashyap,CONTRACT,EV BIKE,95,0.35,4.11,72.63
Aradhya Sastry,FULL-TIME,VAN,97,0.37,4.10,64.95
Uthkarsh Mahal,FULL-TIME,VAN,118,0.39,4.10,68.64
Badal Luthra,FULL-TIME,BIKE,92,0.51,3.92,64.13
Indranil Bora,FULL-TIME,SCOOTER,106,0.33,4.22,71.70
Taimur Singh,FULL-TIME,BIKE,95,0.44,4.04,67.37
Shanaya Keer,FULL-TIME,VAN,134,0.45,4.00,63.43
Vardaniya Chowdhury,CONTRACT,VAN,124,0.52,3.95,62.10
Elakshi Baral,CONTRACT,VAN,120,0.49,3.97,60.83
Bhamini Shanker,FULL-TIME,SCOOTER,116,0.40,4.05,66.38
Hrishita Raman,CONTRACT,EV BIKE,96,0.43,4.08,65.63
